Store,Dept,Date,Weekly_Pred
23.0,31.0,2011-04-01,3331.3374999961907
23.0,31.0,2011-04-08,2513.117499996917
23.0,31.0,2011-04-15,2502.7174999970102
23.0,31.0,2011-04-22,2277.07749999688
23.0,31.0,2011-04-29,1650.177499995576
23.0,32.0,2011-03-04,9667.95249998937
23.0,32.0,2011-03-11,9883.502499991046
23.0,32.0,2011-03-18,8933.362499989518
23.0,32.0,2011-03-25,6965.272499989666
23.0,32.0,2011-04-01,10174.982499990096
23.0,32.0,2011-04-08,9109.80249999086
23.0,32.0,2011-04-15,8708.05249999086
23.0,32.0,2011-04-22,9937.182499991213
23.0,32.0,2011-04-29,10314.082499989723
23.0,33.0,2011-03-04,10229.85499999573
23.0,33.0,2011-03-11,11102.054999997314
23.0,33.0,2011-03-18,10626.004999995637
23.0,33.0,2011-03-25,11644.084999996177
23.0,33.0,2011-04-01,17096.214999996067
23.0,33.0,2011-04-08,11139.214999996997
23.0,33.0,2011-04-15,8253.054999996848
23.0,33.0,2011-04-22,11231.584999997109
23.0,33.0,2011-04-29,9101.054999995917
23.0,34.0,2011-03-04,22509.489999992435
23.0,34.0,2011-03-11,20944.489999998023
23.0,34.0,2011-03-18,21657.459999993105
23.0,34.0,2011-03-25,19957.019999993627
23.0,34.0,2011-04-01,24212.989999994297
23.0,34.0,2011-04-08,25183.489999998023
23.0,34.0,2011-04-15,21598.489999998023
23.0,34.0,2011-04-22,22333.859999999066
23.0,34.0,2011-04-29,20875.489999992435
23.0,35.0,2011-03-04,4185.06999999559
23.0,35.0,2011-03-11,5373.069999995822
23.0,35.0,2011-03-18,4743.069999995473
23.0,35.0,2011-03-25,4819.06999999559
23.0,35.0,2011-04-01,5052.56999999559
23.0,35.0,2011-04-08,5480.569999995822
23.0,35.0,2011-04-15,4764.069999995822
23.0,35.0,2011-04-22,4645.069999995822
23.0,35.0,2011-04-29,4062.0699999955896
23.0,36.0,2011-03-04,3289.3749999953357
23.0,36.0,2011-03-11,3904.3749999949864
23.0,36.0,2011-03-18,3439.3749999953357
23.0,36.0,2011-03-25,2996.3749999952192
23.0,36.0,2011-04-01,3526.8749999952192
23.0,36.0,2011-04-08,3334.674999995033
23.0,36.0,2011-04-15,3892.8749999949864
23.0,36.0,2011-04-22,4330.374999994986
23.0,36.0,2011-04-29,3088.8749999952192
23.0,38.0,2011-03-04,44717.73749999342
23.0,38.0,2011-03-11,39782.09749999317
23.0,38.0,2011-03-18,32363.347499993404
23.0,38.0,2011-03-25,45287.04749999336
23.0,38.0,2011-04-01,43769.19749999338
23.0,38.0,2011-04-08,40694.07749999315
23.0,38.0,2011-04-15,44975.52749999322
23.0,38.0,2011-04-22,35028.86749999319
23.0,38.0,2011-04-29,43402.43749999337
23.0,40.0,2011-03-04,61774.19999999004
23.0,40.0,2011-03-11,57851.14999999675
23.0,40.0,2011-03-18,53879.30999998572
23.0,40.0,2011-03-25,54510.629999989746
23.0,40.0,2011-04-01,58541.91999998885
23.0,40.0,2011-04-08,55556.79999999526
23.0,40.0,2011-04-15,59411.4199999963
23.0,40.0,2011-04-22,59102.32999999645
23.0,40.0,2011-04-29,51094.59999998855
23.0,41.0,2011-03-04,1432.175000000518
23.0,41.0,2011-03-11,1883.1750000004597
23.0,41.0,2011-03-18,1309.9750000005354
23.0,41.0,2011-03-25,2104.1750000005177
23.0,41.0,2011-04-01,2546.1750000005177
23.0,41.0,2011-04-08,2815.1750000004595
23.0,41.0,2011-04-15,2597.1750000004595
23.0,41.0,2011-04-22,2381.1750000004595
23.0,41.0,2011-04-29,2492.1750000005177
23.0,42.0,2011-03-04,10302.052500003005
23.0,42.0,2011-03-11,13524.112500003119
23.0,42.0,2011-03-18,11896.222500002988
23.0,42.0,2011-03-25,11182.43250000301
23.0,42.0,2011-04-01,13155.65250000304
23.0,42.0,2011-04-08,11866.182500003126
23.0,42.0,2011-04-15,14032.492500003123
23.0,42.0,2011-04-22,12817.902500003098
23.0,42.0,2011-04-29,9797.762500002967
23.0,44.0,2011-03-04,7811.2524999966845
23.0,44.0,2011-03-11,9098.972499997122
23.0,44.0,2011-03-18,9077.42249999661
23.0,44.0,2011-03-25,7639.652499996824
23.0,44.0,2011-04-01,8836.352499996778
23.0,44.0,2011-04-08,6408.442499997094
23.0,44.0,2011-04-15,6838.952499997104
23.0,44.0,2011-04-22,7767.072499997215
23.0,44.0,2011-04-29,8398.902499996591
23.0,45.0,2011-03-04,2.582499999942229
23.0,45.0,2011-03-11,21.08249999994223
23.0,45.0,2011-03-18,44.46249999993597
23.0,45.0,2011-03-25,34.25249999992957
23.0,45.0,2011-04-01,56.72249999993437
23.0,45.0,2011-04-08,29.492499999938445
23.0,45.0,2011-04-22,20.93999999994412
23.0,45.0,2011-04-29,-2.417500000057771
23.0,46.0,2011-03-04,36156.84749997905
23.0,46.0,2011-03-11,34206.60749998069
23.0,46.0,2011-03-18,31606.547499979235
23.0,46.0,2011-03-25,31241.51749997944
23.0,46.0,2011-04-01,35424.377499979775
23.0,46.0,2011-04-08,32452.92749998052
23.0,46.0,2011-04-15,34039.28749998039
23.0,46.0,2011-04-22,34700.82749998043
23.0,46.0,2011-04-29,31117.407499979105
23.0,47.0,2011-03-25,-34.99999999999999
23.0,47.0,2011-04-01,-34.99999999999999
23.0,48.0,2011-04-01,-102.32000000000004
23.0,49.0,2011-03-04,31921.27750000306
23.0,49.0,2011-03-11,29407.907500004345
23.0,49.0,2011-03-18,27417.467500003004
23.0,49.0,2011-03-25,27937.91750000319
23.0,49.0,2011-04-01,30802.007500003507
23.0,49.0,2011-04-08,19564.587500004513
23.0,49.0,2011-04-15,23440.4675000044
23.0,49.0,2011-04-22,18113.73750000442
23.0,49.0,2011-04-29,17992.71750000347
23.0,50.0,2011-03-04,7661.499999998879
23.0,50.0,2011-03-11,7691.499999999577
23.0,50.0,2011-03-18,5948.499999998646
23.0,50.0,2011-03-25,6024.499999998879
23.0,50.0,2011-04-01,7126.749999999111
23.0,50.0,2011-04-08,5723.499999999577
23.0,50.0,2011-04-15,5814.999999999577
23.0,50.0,2011-04-22,4981.499999999577
23.0,50.0,2011-04-29,4741.499999998879
23.0,51.0,2011-04-22,21.360000000000017
23.0,51.0,2011-04-29,5.000000000000046
23.0,52.0,2011-03-04,2963.707499997954
23.0,52.0,2011-03-11,4252.587499999239
23.0,52.0,2011-03-18,1993.4074999976744
23.0,52.0,2011-03-25,3340.617499998103
23.0,52.0,2011-04-01,2696.6674999983825
23.0,52.0,2011-04-08,2073.267499999407
23.0,52.0,2011-04-15,2362.0974999994814
23.0,52.0,2011-04-22,2567.737499999612
23.0,52.0,2011-04-29,2036.0874999983077
23.0,54.0,2011-03-04,-269.2550000014845
23.0,54.0,2011-03-11,-34.255000000786026
23.0,54.0,2011-03-18,102.71499999825471
23.0,54.0,2011-03-25,-166.25500000148452
23.0,54.0,2011-04-01,207.24499999851548
23.0,54.0,2011-04-08,-278.255000000786
23.0,54.0,2011-04-15,95.74499999898114
23.0,54.0,2011-04-22,-91.25500000078603
23.0,54.0,2011-04-29,-250.25500000148452
23.0,55.0,2011-03-04,14072.059999966765
23.0,55.0,2011-03-11,17393.469999974364
23.0,55.0,2011-03-18,10087.149999966616
23.0,55.0,2011-03-25,12134.689999969447
23.0,55.0,2011-04-01,16361.879999970788
23.0,55.0,2011-04-08,8217.599999977047
23.0,55.0,2011-04-15,4328.759999977196
23.0,55.0,2011-04-22,7545.539999978388
23.0,55.0,2011-04-29,4089.30999997049
23.0,56.0,2011-03-04,3531.2324999938305
23.0,56.0,2011-03-11,4637.052499994361
23.0,56.0,2011-03-18,7005.372499993728
23.0,56.0,2011-03-25,7614.922499993774
23.0,56.0,2011-04-01,11200.97249999382
23.0,56.0,2011-04-08,10503.582499994389
23.0,56.0,2011-04-15,12168.102499994407
23.0,56.0,2011-04-22,14961.732499994529
23.0,56.0,2011-04-29,17939.26249999386
23.0,58.0,2011-03-04,3633.250000005581
23.0,58.0,2011-03-11,3139.25000000465
23.0,58.0,2011-03-18,2666.250000005581
23.0,58.0,2011-03-25,3759.250000005581
23.0,58.0,2011-04-01,2846.250000005581
23.0,58.0,2011-04-08,2641.250000005581
23.0,58.0,2011-04-15,2726.25000000465
23.0,58.0,2011-04-22,2739.250000005581
23.0,58.0,2011-04-29,3413.250000005581
23.0,59.0,2011-03-04,426.9724999922446
23.0,59.0,2011-03-11,490.36249999284064
23.0,59.0,2011-03-18,447.97249999201176
23.0,59.0,2011-03-25,291.362499992375
23.0,59.0,2011-04-01,337.90249999241223
23.0,59.0,2011-04-08,452.93249999290583
23.0,59.0,2011-04-15,634.6724999928965
23.0,59.0,2011-04-22,402.502499992971
23.0,59.0,2011-04-29,249.4824999922539
23.0,60.0,2011-03-04,131.99999999999994
23.0,60.0,2011-03-11,131.99999999999994
23.0,60.0,2011-03-18,131.99999999999994
23.0,60.0,2011-03-25,131.99999999999994
23.0,60.0,2011-04-01,131.99999999999994
23.0,60.0,2011-04-08,131.99999999999994
23.0,60.0,2011-04-15,131.99999999999994
23.0,60.0,2011-04-22,131.99999999999994
23.0,60.0,2011-04-29,131.99999999999994
23.0,67.0,2011-03-04,12379.762499997294
23.0,67.0,2011-03-11,12038.35249999796
23.0,67.0,2011-03-18,12138.782499997196
23.0,67.0,2011-03-25,13704.992499997392
23.0,67.0,2011-04-01,17608.21249999748
23.0,67.0,2011-04-08,11201.282499997953
23.0,67.0,2011-04-15,10968.332499997883
23.0,67.0,2011-04-22,12460.112499998027
23.0,67.0,2011-04-29,13803.612499997329
23.0,71.0,2011-03-04,11370.35749999528
23.0,71.0,2011-03-11,14703.957499997701
23.0,71.0,2011-03-18,7819.457499994906
23.0,71.0,2011-03-25,9207.397499995317
23.0,71.0,2011-04-01,7238.4174999958
23.0,71.0,2011-04-08,5619.917499997663
23.0,71.0,2011-04-15,8338.937499998148
23.0,71.0,2011-04-22,6836.477499998185
23.0,71.0,2011-04-29,8934.037499994982
23.0,72.0,2011-03-04,75049.65999998015
23.0,72.0,2011-03-11,103917.14999998154
23.0,72.0,2011-03-18,57712.22999997999
23.0,72.0,2011-03-25,47510.62999998013
23.0,72.0,2011-04-01,59200.90999998039
23.0,72.0,2011-04-08,53658.81999998147
23.0,72.0,2011-04-15,60024.469999981375
23.0,72.0,2011-04-22,58522.739999981626
23.0,72.0,2011-04-29,57566.5999999801
23.0,74.0,2011-03-04,32048.76499999314
23.0,74.0,2011-03-11,37018.324999992496
23.0,74.0,2011-03-18,30215.564999993185
23.0,74.0,2011-03-25,29130.864999993
23.0,74.0,2011-04-01,30299.664999993045
23.0,74.0,2011-04-08,32119.374999992542
23.0,74.0,2011-04-15,31772.5449999927
23.0,74.0,2011-04-22,31943.23499999241
23.0,74.0,2011-04-29,30778.2249999931
23.0,79.0,2011-03-04,36111.3675000118
23.0,79.0,2011-03-11,40717.10750001063
23.0,79.0,2011-03-18,33399.917500011616
23.0,79.0,2011-03-25,31916.977500011206
23.0,79.0,2011-04-01,36287.96750001143
23.0,79.0,2011-04-08,29916.557500010815
23.0,79.0,2011-04-15,30911.63750001089
23.0,79.0,2011-04-22,30350.20750001072
23.0,79.0,2011-04-29,28398.01750001171
23.0,80.0,2011-03-04,-1.1299999999901047
23.0,80.0,2011-03-11,49.84000000002561
23.0,80.0,2011-03-18,81.96000000002095
23.0,80.0,2011-03-25,48.75000000001455
23.0,80.0,2011-04-01,98.2000000000262
23.0,80.0,2011-04-08,94.14000000001397
23.0,80.0,2011-04-15,130.10000000002037
23.0,80.0,2011-04-22,65.07000000002154
23.0,80.0,2011-04-29,133.00000000001455
23.0,81.0,2011-03-04,9904.744999992821
23.0,81.0,2011-03-11,9797.414999993445
23.0,81.0,2011-03-18,9173.164999992747
23.0,81.0,2011-03-25,9547.214999992793
23.0,81.0,2011-04-01,9124.624999992942
23.0,81.0,2011-04-08,6935.814999993353
23.0,81.0,2011-04-15,9010.214999993259
23.0,81.0,2011-04-22,8640.09499999338
23.0,81.0,2011-04-29,8036.404999992738
23.0,82.0,2011-03-04,18318.70749997738
23.0,82.0,2011-03-11,19261.56749997818
23.0,82.0,2011-03-18,18441.917499977342
23.0,82.0,2011-03-25,18710.897499977556
23.0,82.0,2011-04-01,22873.57749997749
23.0,82.0,2011-04-08,16387.56749997818
23.0,82.0,2011-04-15,15287.327499978192
23.0,82.0,2011-04-22,16761.747499978348
23.0,82.0,2011-04-29,16857.267499977435
23.0,83.0,2011-03-04,1812.5300000016578
23.0,83.0,2011-03-11,1925.2700000014156
23.0,83.0,2011-03-18,1816.910000001546
23.0,83.0,2011-03-25,1821.2700000014156
23.0,83.0,2011-04-01,1875.870000001043
23.0,83.0,2011-04-08,1699.2300000009127
23.0,83.0,2011-04-15,1764.7100000013597
23.0,83.0,2011-04-22,1739.3100000014529
23.0,83.0,2011-04-29,1815.8500000010245
23.0,85.0,2011-03-04,3736.012499998631
23.0,85.0,2011-03-11,3525.052499999367
23.0,85.0,2011-03-18,4117.652499998761
23.0,85.0,2011-03-25,3500.232499998836
23.0,85.0,2011-04-01,4889.022499998873
23.0,85.0,2011-04-08,3943.772499999339
23.0,85.0,2011-04-15,3136.372499999432
23.0,85.0,2011-04-22,3971.1124999994227
23.0,85.0,2011-04-29,5101.072499998687
23.0,87.0,2011-03-04,36862.51000000797
23.0,87.0,2011-03-11,33063.45000000186
23.0,87.0,2011-03-18,28751.56000000871
23.0,87.0,2011-03-25,29956.670000008115
23.0,87.0,2011-04-01,35486.02000000588
23.0,87.0,2011-04-08,34253.37000000365
23.0,87.0,2011-04-15,31422.06000000126
23.0,87.0,2011-04-22,28830.190000000217
23.0,87.0,2011-04-29,30864.860000009456
23.0,90.0,2011-03-04,24236.430000002634
23.0,90.0,2011-03-11,22515.689999998685
23.0,90.0,2011-03-18,21189.89000000353
23.0,90.0,2011-03-25,22955.670000002858
23.0,90.0,2011-04-01,24216.44000000241
23.0,90.0,2011-04-08,19986.509999998983
23.0,90.0,2011-04-15,21778.719999999877
23.0,90.0,2011-04-22,21280.689999998685
23.0,90.0,2011-04-29,20514.270000002485
23.0,91.0,2011-03-04,33713.48000001739
23.0,91.0,2011-03-11,32232.359999997723
23.0,91.0,2011-03-18,31103.42000002246
23.0,91.0,2011-03-25,31714.210000014114
23.0,91.0,2011-04-01,32777.790000012326
23.0,91.0,2011-04-08,31008.59999999981
23.0,91.0,2011-04-15,31773.92999999802
23.0,91.0,2011-04-22,31786.62999999355
23.0,91.0,2011-04-29,31392.810000015605
23.0,92.0,2011-03-04,59304.502499991824
23.0,92.0,2011-03-11,53427.23249998482
23.0,92.0,2011-03-18,50653.092499991675
23.0,92.0,2011-03-25,53132.082499990036
23.0,92.0,2011-04-01,54816.34249998795
23.0,92.0,2011-04-08,48118.01249998229
23.0,92.0,2011-04-15,52994.96249998527
23.0,92.0,2011-04-22,52093.0924999805
23.0,92.0,2011-04-29,49446.81249999048
23.0,93.0,2011-03-04,2581.1875000004657
23.0,93.0,2011-03-11,2891.7175000002608
23.0,93.0,2011-03-18,2316.447500000708
23.0,93.0,2011-03-25,2289.8675000001676
23.0,93.0,2011-04-01,2865.527499999851
23.0,93.0,2011-04-08,2310.1474999999627
23.0,93.0,2011-04-15,2466.097500000149
23.0,93.0,2011-04-22,2438.3275000001304
23.0,93.0,2011-04-29,2387.447500000242
23.0,94.0,2011-03-04,7.519999999999932
23.0,95.0,2011-03-04,48996.429999987544
23.0,95.0,2011-03-11,44214.019999988326
23.0,95.0,2011-03-18,45185.859999987246
23.0,95.0,2011-03-25,50106.529999987404
23.0,95.0,2011-04-01,49946.46999998758
23.0,95.0,2011-04-08,45791.74999998831
23.0,95.0,2011-04-15,52580.779999988335
23.0,95.0,2011-04-22,59052.00999998832
23.0,95.0,2011-04-29,55496.03999998741
23.0,96.0,2011-03-04,10732.17250000375
23.0,96.0,2011-03-11,11258.322500000397
23.0,96.0,2011-03-18,9702.582500003899
23.0,96.0,2011-03-25,10348.862500003228
23.0,96.0,2011-04-01,11978.54250000293
23.0,96.0,2011-04-08,11223.552500000844
23.0,96.0,2011-04-15,10887.882500000918
23.0,96.0,2011-04-22,12000.072500000397
23.0,96.0,2011-04-29,11113.502500002893
23.0,97.0,2011-03-04,6899.054999999545
23.0,97.0,2011-03-11,6367.714999997831
23.0,97.0,2011-03-18,6032.454999999917
23.0,97.0,2011-03-25,6376.684999999433
23.0,97.0,2011-04-01,6690.044999998837
23.0,97.0,2011-04-08,5757.054999997682
23.0,97.0,2011-04-15,6492.6549999973095
23.0,97.0,2011-04-22,6516.484999997384
23.0,97.0,2011-04-29,6164.484999999247
23.0,98.0,2011-03-04,26.04000000000285
23.0,98.0,2011-03-11,75.14749999998655
23.0,98.0,2011-03-18,-59.6024999999989
23.0,98.0,2011-03-25,26.04000000000285
23.0,98.0,2011-04-15,-56.352499999984346
23.0,98.0,2011-04-22,-7.102499999998898
24.0,1.0,2011-03-04,19478.759999995385
24.0,1.0,2011-03-11,19180.54999999449
24.0,1.0,2011-03-18,20524.71999999535
24.0,1.0,2011-03-25,25210.479999995125
24.0,1.0,2011-04-01,69558.78999999518
24.0,1.0,2011-04-08,44431.89999999458
24.0,1.0,2011-04-15,12788.509999994454
24.0,1.0,2011-04-22,12773.509999994454
24.0,1.0,2011-04-29,13900.889999995274
24.0,2.0,2011-03-04,41913.82999999274
24.0,2.0,2011-03-11,39456.7499999922
24.0,2.0,2011-03-18,37500.31999999273
24.0,2.0,2011-03-25,38391.65999999258
24.0,2.0,2011-04-01,41088.45999999263
24.0,2.0,2011-04-08,39044.44999999215
24.0,2.0,2011-04-15,40191.40999999235
24.0,2.0,2011-04-22,40770.689999992144
24.0,2.0,2011-04-29,40375.8199999925
24.0,3.0,2011-03-04,7545.154999998841
24.0,3.0,2011-03-11,7989.905000000704
24.0,3.0,2011-03-18,7174.62499999858
24.0,3.0,2011-03-25,6423.754999998934
24.0,3.0,2011-04-01,7223.534999999195
24.0,3.0,2011-04-08,6183.585000000406
24.0,3.0,2011-04-15,6182.205000000517
24.0,3.0,2011-04-22,6766.46500000076
24.0,3.0,2011-04-29,6062.844999998785
24.0,4.0,2011-03-04,30109.34499999232
24.0,4.0,2011-03-11,26167.074999992652
24.0,4.0,2011-03-18,25281.104999992214
24.0,4.0,2011-03-25,26925.564999992293
24.0,4.0,2011-04-01,28327.924999992396
24.0,4.0,2011-04-08,26935.814999992643
24.0,4.0,2011-04-15,27212.67499999263
24.0,4.0,2011-04-22,27513.194999992647
24.0,4.0,2011-04-29,27038.584999992312
24.0,5.0,2011-03-04,33882.35499998139
24.0,5.0,2011-03-11,35181.69499998136
24.0,5.0,2011-03-18,31278.494999981405
24.0,5.0,2011-03-25,42175.50499998136
24.0,5.0,2011-04-01,47377.47499998139
24.0,5.0,2011-04-08,30580.45499998131
24.0,5.0,2011-04-15,20312.12499998135
24.0,5.0,2011-04-22,29392.264999981307
24.0,5.0,2011-04-29,26614.91499998133
24.0,6.0,2011-03-04,4616.049999989837
24.0,6.0,2011-03-11,2686.77999999168
24.0,6.0,2011-03-18,3122.949999989743
24.0,6.0,2011-03-25,3632.6499999899293
24.0,6.0,2011-04-01,4272.319999990321
24.0,6.0,2011-04-08,3301.9799999914007
24.0,6.0,2011-04-15,2540.009999991196
24.0,6.0,2011-04-22,1446.429999991587
24.0,6.0,2011-04-29,3530.4699999897616
24.0,7.0,2011-03-04,17425.562499968786
24.0,7.0,2011-03-11,20696.59249997091
24.0,7.0,2011-03-18,20384.162499968414
24.0,7.0,2011-03-25,23337.532499968525
24.0,7.0,2011-04-01,38780.98249996871
24.0,7.0,2011-04-08,29918.862499970463
24.0,7.0,2011-04-15,19714.252499970127
24.0,7.0,2011-04-22,19579.9024999705
24.0,7.0,2011-04-29,18414.812499968786
24.0,8.0,2011-03-04,53857.72999999582
24.0,8.0,2011-03-11,46311.159999997384
24.0,8.0,2011-03-18,44434.269999994925
24.0,8.0,2011-03-25,45576.16999999623
24.0,8.0,2011-04-01,49461.619999996416
24.0,8.0,2011-04-08,42919.189999997645
24.0,8.0,2011-04-15,43099.94999999742
24.0,8.0,2011-04-22,43953.01999999772
24.0,8.0,2011-04-29,45626.869999995484
24.0,9.0,2011-03-04,8828.619999988385
24.0,9.0,2011-03-11,9576.709999991961
24.0,9.0,2011-03-18,9521.379999988161
24.0,9.0,2011-03-25,14639.999999989204
24.0,9.0,2011-04-01,19476.339999989053
24.0,9.0,2011-04-08,21598.36999999211
24.0,9.0,2011-04-15,19065.279999991326
24.0,9.0,2011-04-22,23102.1799999917
24.0,9.0,2011-04-29,24867.029999988532
24.0,10.0,2011-03-04,20625.159999971478
24.0,10.0,2011-03-11,21094.139999973788
24.0,10.0,2011-03-18,23054.939999970808
24.0,10.0,2011-03-25,22350.18999997174
24.0,10.0,2011-04-01,22417.769999971813
24.0,10.0,2011-04-08,26186.649999973564
24.0,10.0,2011-04-15,24852.65999997334
24.0,10.0,2011-04-22,24969.459999974086
24.0,10.0,2011-04-29,25356.71999997107
24.0,11.0,2011-03-04,9857.039999965737
24.0,11.0,2011-03-11,8903.409999968642
24.0,11.0,2011-03-18,7237.5999999643955
24.0,11.0,2011-03-25,7582.619999965811
24.0,11.0,2011-04-01,7654.589999966482
24.0,11.0,2011-04-08,9509.999999968493
24.0,11.0,2011-04-15,7333.779999969685
24.0,11.0,2011-04-22,7042.32999997043
24.0,11.0,2011-04-29,7268.019999966184
24.0,12.0,2011-03-04,2693.5199999986285
24.0,12.0,2011-03-11,3016.6699999994667
24.0,12.0,2011-03-18,2452.5899999986937
24.0,12.0,2011-03-25,3775.819999998675
24.0,12.0,2011-04-01,3659.259999998852
24.0,12.0,2011-04-08,4301.299999999354
24.0,12.0,2011-04-15,5122.86999999942
24.0,12.0,2011-04-22,3474.2899999993456
24.0,12.0,2011-04-29,3441.759999998619
24.0,13.0,2011-03-04,32567.94249999434
24.0,13.0,2011-03-11,29817.602499994955
24.0,13.0,2011-03-18,27631.55249999421
24.0,13.0,2011-03-25,28343.242499994387
24.0,13.0,2011-04-01,29819.3624999945
24.0,13.0,2011-04-08,29596.19249999504
24.0,13.0,2011-04-15,28863.962499995057
24.0,13.0,2011-04-22,30100.33249999517
24.0,13.0,2011-04-29,29277.94249999434
24.0,14.0,2011-03-04,18146.454999997957
24.0,14.0,2011-03-11,15553.714999998665
24.0,14.0,2011-03-18,13743.52499999779
24.0,14.0,2011-03-25,13934.194999997715
24.0,14.0,2011-04-01,15557.324999998069
24.0,14.0,2011-04-08,14075.674999998628
24.0,14.0,2011-04-15,12847.314999998758
24.0,14.0,2011-04-22,13300.314999998758
24.0,14.0,2011-04-29,14098.154999997678
24.0,16.0,2011-03-04,10805.049999984258
24.0,16.0,2011-03-11,12189.949999983466
24.0,16.0,2011-03-18,16912.88999998434
24.0,16.0,2011-03-25,21058.409999984127
24.0,16.0,2011-04-01,22605.309999984034
24.0,16.0,2011-04-08,39916.52999998331
24.0,16.0,2011-04-15,40555.40999998343
24.0,16.0,2011-04-22,42322.10999998338
24.0,16.0,2011-04-29,40203.049999984025
24.0,17.0,2011-03-04,16194.657499999128
24.0,17.0,2011-03-11,17436.747500000376
24.0,17.0,2011-03-18,15684.787499999016
24.0,17.0,2011-03-25,13460.517499999463
24.0,17.0,2011-04-01,13513.687499999389
24.0,17.0,2011-04-08,12068.087500000227
24.0,17.0,2011-04-15,12237.017499999929
24.0,17.0,2011-04-22,11540.587500000227
24.0,17.0,2011-04-29,11695.857499999314
24.0,18.0,2011-03-04,-297.1524999893736
24.0,18.0,2011-03-11,433.667500010808
24.0,18.0,2011-03-18,1975.7075000111945
24.0,18.0,2011-03-25,3553.027500010794
24.0,18.0,2011-04-01,12863.30750001059
24.0,18.0,2011-04-08,1414.727500010631
24.0,18.0,2011-04-15,-481.93249998951796
24.0,18.0,2011-04-22,-512.6024999894435
24.0,18.0,2011-04-29,-510.65249998949
24.0,19.0,2011-03-04,234.8975000001892
24.0,19.0,2011-03-11,192.98750000015661
24.0,19.0,2011-03-18,97.26750000018455
24.0,19.0,2011-03-25,137.23750000018572
24.0,19.0,2011-04-01,157.087500000177
24.0,19.0,2011-04-08,124.95750000015778
24.0,19.0,2011-04-15,176.8075000001636
24.0,19.0,2011-04-22,144.9275000001444
24.0,19.0,2011-04-29,128.67750000018805
24.0,20.0,2011-03-04,5956.039999999674
24.0,20.0,2011-03-11,5736.950000000056
24.0,20.0,2011-03-18,4697.819999999702
24.0,20.0,2011-03-25,5536.209999999833
24.0,20.0,2011-04-01,5120.919999999795
24.0,20.0,2011-04-08,4733.2400000000935
24.0,20.0,2011-04-15,4641.030000000131
24.0,20.0,2011-04-22,5545.050000000149
24.0,20.0,2011-04-29,4754.029999999665
24.0,21.0,2011-03-04,7088.242500000528
24.0,21.0,2011-03-11,5889.632500001124
24.0,21.0,2011-03-18,5511.302500000584
24.0,21.0,2011-03-25,6253.072500000602
24.0,21.0,2011-04-01,7822.082500000612
24.0,21.0,2011-04-08,5687.172500000928
24.0,21.0,2011-04-15,5793.7425000009935
24.0,21.0,2011-04-22,4591.092500001087
24.0,21.0,2011-04-29,5384.772500000556
24.0,22.0,2011-03-04,10535.477499997625
24.0,22.0,2011-03-11,9363.087499999358
24.0,22.0,2011-03-18,10293.827499997718
24.0,22.0,2011-03-25,8908.827499998184
24.0,22.0,2011-04-01,11097.817499997942
24.0,22.0,2011-04-08,10199.40749999919
24.0,22.0,2011-04-15,9888.667499998966
24.0,22.0,2011-04-22,9568.597499999134
24.0,22.0,2011-04-29,10126.847499997737
24.0,23.0,2011-03-04,24352.17749998759
24.0,23.0,2011-03-11,23285.7274999881
24.0,23.0,2011-03-18,21610.837499987505
24.0,23.0,2011-03-25,23563.937499987598
24.0,23.0,2011-04-01,25418.877499987775
24.0,23.0,2011-04-08,28233.947499988073
24.0,23.0,2011-04-15,24709.357499988222
24.0,23.0,2011-04-22,24432.797499988166
24.0,23.0,2011-04-29,23544.17749998759
24.0,24.0,2011-03-04,5073.594999996231
24.0,24.0,2011-03-11,6017.574999996678
24.0,24.0,2011-03-18,5197.3449999959985
24.0,24.0,2011-03-25,4670.824999996213
24.0,24.0,2011-04-01,7117.094999996231
24.0,24.0,2011-04-08,6902.324999996678
24.0,24.0,2011-04-15,4970.1449999967435
24.0,24.0,2011-04-22,4518.494999996837
24.0,24.0,2011-04-29,4665.544999996185
24.0,25.0,2011-03-04,10620.55499999725
24.0,25.0,2011-03-11,10022.424999997827
24.0,25.0,2011-03-18,9504.924999997129
24.0,25.0,2011-03-25,12655.924999997362
24.0,25.0,2011-04-01,13970.174999997362
24.0,25.0,2011-04-08,16260.674999997827
24.0,25.0,2011-04-15,12456.424999997827
24.0,25.0,2011-04-22,12055.6449999978
24.0,25.0,2011-04-29,11236.30499999725
24.0,26.0,2011-03-04,8000.1749999983385
24.0,26.0,2011-03-11,8592.074999998944
24.0,26.0,2011-03-18,8018.224999998152
24.0,26.0,2011-03-25,7832.114999998283
24.0,26.0,2011-04-01,11247.034999998441
24.0,26.0,2011-04-08,11553.924999999037
24.0,26.0,2011-04-15,8125.044999998916
24.0,26.0,2011-04-22,7252.984999999093
24.0,26.0,2011-04-29,7310.344999998264
24.0,27.0,2011-03-04,2143.414999999171
24.0,27.0,2011-03-11,1676.9349999993644
24.0,27.0,2011-03-18,1656.0549999991852
24.0,27.0,2011-03-25,1622.6849999991898
24.0,27.0,2011-04-01,1649.1049999992317
24.0,27.0,2011-04-08,1607.494999999362
24.0,27.0,2011-04-15,1531.494999999304
24.0,27.0,2011-04-22,1669.4349999993644
24.0,27.0,2011-04-29,1227.2449999991875
24.0,28.0,2011-03-04,701.6900000000667
24.0,28.0,2011-03-11,723.7200000001237
24.0,28.0,2011-03-18,691.0000000000352
